RecipeID,recipe_name,recipies,By,Description,RequiredTime,Servings,Ingredients,Directions,Nutritions,Tags,ImageLink,ExtraTags
74,"Dhapate, Authentic Maharashtrian Thalipeeth recipe - How to make Dhapate, Authentic Maharashtrian Thalipeeth","Dhapate, Authentic Maharashtrian Thalipeeth",Tarla Dalal,"A a sure-shot winner, Dhapate is also known as the Maharashtrian Thalipeeth. It has been made with love and care in Maharashtrian homes since several generations, and is a dish that instantly connects a person with memories of home, childhood, mom�s cooking and such sentiments.

This wholesome dish is made with three different flours � jowar, whole wheat and besan. It is excitingly flavoured with lots of onion, garlic and coriander, which not only give an irresistible flavour and aroma but a lovely mouth-feel too.

You can go a step further and improvise it to your taste, by adding flavourers like mint, cumin seeds, or any other spices and seeds of your choice. We have added a little curd to give a tempting sourness to the dish, but you can avoid it if you do not want to.

Likewise, you can also make a paste of garlic and green chillies if you do not want to add them chopped. Sometimes, chopped green chillies can be irksome especially if kids will also be having the thalipeeth.

By the way, in case you are wondering why the dish is called Dhapate (which means slap or pat), your doubts will be dispelled once you read the procedure. This pancake is shaped by patting the dough with the hand. Earlier, they used to pat it directly on the hot tava with wet hands, but to make it easier we have shown you how to pat it on a plastic sheet and then transfer to the tava. This is much easier.

Enjoy this authentic Maharashtrian Thalipeeth hot and fresh to relish its satiating taste and texture. It is homely and satisfying, guaranteed to please both young and old.

Serve Dhapate with accompaniments like Green Chilli Thecha or Red Chilli Thecha, Onion Tomato Koshimbir, Tendli ka Achaar and Whit Butter.

Enjoy how to make Dhapate recipe with detailed step by step photos.",50,5,"For Making The Dhapate
1 cup jowar (white millet) flour
1/2 cup whole wheat flour (gehun ka atta)
1/2 cup besan (bengal gram flour)
1/2 cup finely chopped onions
1 tsp carom seeds (ajwain)
1 tsp sesame seeds (til)
2 tsp finely chopped green chillies
2 tsp finely chopped garlic (lehsun)
1 tsp chilli powder
1 tsp turmeric powder (haldi)
3 tbsp finely chopped coriander (dhania)
1/2 cup curds
salt to taste
4 tsp oil for brushing
8 tsp oil for cooking","Method
How to make dhapate dough
To make the dhapate recipe, first combine the jowar flour, whole wheat flour and besan in a large bowl and mix well.
Add the finely chopped onions and mix well.
Now add the carom seeds and sesame seeds and mix very well.
Add the green chillies and garlic and mix well. You can add more garlic of you desire to make the flavor stronger.
Now add the chilli powder and turmeric powder and mix well to spread this masala evenly through the mixture.
Add the coriander and salt now and mix well to incorporate.
Add the curds to the mixture.
Start combining the curd with your hands till it is evenly incorporated throughout.
Slowly add a little water and start kneading it into a soft and slightly sticky dough.
Cover the dough with a plate and let it rest for 10 minutes. Keep aside.

How to proceed making dhapate
Divide the dhapate dough into roughly 8 equal portions.
Roll each portion into a ball and keep aside.
Place a clean plastic sheet over a rolling board.
Brush the plastic sheet with � tsp oil to prevent the dough from sticking to it.
Take one portion of the dough and place it over the plastic sheet and start pressing it gently to form a circle.
Brush � tsp oil over the dough.
Using your fingers to pat the dough to form a 150 mm (6�) diameter circle.
Heat a tawa (griddle) over medium high heat and brush � tsp of oil over it.
Once the oil is hot, place the patted dough on it and let it cook on one side.
Brush another � tsp of oil on the top of the dhapata to help cook that side.
Flip the dhapata and cook on the other side as well till brown spots appear. To cook one dhapata should take approximately 3 to 4 minutes on a medium heat.
Repeat steps 4 to 11 to make 7 more dhapates.","{""energy"" : ""316 cal"", ""protein"" : ""8.2 g"", ""carbs"" : ""36.3 g"", ""fiber"" : ""6.3 g"", ""fat"" : ""15 g"", ""cholestrol"" : ""3.2 mg"", ""sodium"" : ""21.5 mg""}","['Maharashtrian Rotis / Polis', 'Maharashtrian Breakfast', 'One Dish Vegetarian Meals', 'Indian Travel Food Paratha']","https://www.tarladalal.com/members/9306/big/big_dhapate,_authentic_maharashtrian_thalipeeth-13991.jpg?size=696X905","['Maharashtrian Rotis / Polis', 'Maharashtrian Breakfast', 'One Dish Vegetarian Meals', 'Indian Travel Food Paratha', 'Dhapate, Authentic Maharashtrian Thalipeeth recipe - How to make Dhapate, Authentic Maharashtrian Thalipeeth']"
75,"Dhapate, Maharashtrian Masala Flat Bread recipe - How to make Dhapate, Maharashtrian Masala Flat Bread","Dhapate, Maharashtrian Masala Flat Bread",Jyoti V B,"This Maharashtrian Masala Flat Bread is easy to make and uses minimal ingredients. It is a homely and easy to make recipe. The spices make this roti even more flavourful than the normal jowar roti. It tastes best when eaten with flax seeds chutney, curd, pickle, etc.",35,4,"ingredients
2 cups jowar (white millet) flour
1/4 cup besan (bengal gram flour)
1/2 tsp red chilli powder
1 tsp roasted cumin and coriander (dhania) powder
oil as required
salt to taste
lukewarm water to knead the dough","Method
Mix all the above ingredients.
Add lukewarm water and knead into a soft dough.
Make small balls of the dough, and place it on a dusted rolling board and flatten using your hands with a continuous circular tapping motion.
Lift with both hands, and place it on the griddle.
Spread a little water on the top of the roti.
Turn the roti, and then put oil on both the sides till golden brown in colour.
Serve with curd, pickle or chutney!","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Maharashtrian Rotis / Polis', 'Indian Rotis', 'Tava', 'Indian Travel Food Paratha']","https://www.tarladalal.com/members/575789/big/big_dhapate,_maharashtrian_masala_flat_bread-136.jpg?size=696X905","['Maharashtrian Rotis / Polis', 'Indian Rotis', 'Tava', 'Indian Travel Food Paratha', 'Dhapate, Maharashtrian Masala Flat Bread recipe - How to make Dhapate, Maharashtrian Masala Flat Bread']"
76,Dill Leaves with Moong Dal recipe - How to make Dill Leaves with Moong Dal,Dill Leaves with Moong Dal,Jyoti V B,This is a healthy and tasty curry. Must try recipe.,25,2,"3 cups chopped dill leaves
3 tbsp boiled yellow moong dal (split yellow gram)
1 tsp chilli powder
1/4 tsp turmeric powder (haldi)
1/2 tsp coriander (dhania) powder
salt to taste
1 tbsp oil
1/4 tsp mustard seeds ( rai / sarson)
a few curry leaves (kadi patta)","Method
Heat the oil in a non-stick pan and add the mustard seeds , turmeric powder, curry leaves and moong dal and saute for a minutes.
Add dill leaves and cook for 5 to 10 minutes stirring occasionally.
Add salt, chilli powder, coriander and cumin seeds powder and mix and then cook for another two minutes.
Serve hot with chapatis or rotis.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Maharashtrian Bhaji', 'Non-stick Pan', 'Quick Sabzis', 'Healthy Dry Sabzis']",https://www.tarladalal.com/members/575789/big/big_dill_leaves_with_moong_dal-80.jpg?size=500X891,"['Maharashtrian Bhaji', 'Non-stick Pan', 'Quick Sabzis', 'Healthy Dry Sabzis', 'Dill Leaves with Moong Dal recipe - How to make Dill Leaves with Moong Dal']"
77,Dodkyacha Bhaat recipe - How to make Dodkyacha Bhaat,Dodkyacha Bhaat,Tarla Dalal,"Dodkyacha Bhaat is neither a khichdi nor a pulao, but it has a very homely and satiating flavour!

A Maharashtrian preparation of rice and ridge gourd perked up with common spices and pastes, Dodkyacha Bhaat is very easy to prepare and very tasty too.

Saut�ing the rice gives a good aroma and also prevents it from clumping up. It is important to add the ingredients at the right time, in the right order, so that the flavours are absorbed well into the rice and vegetables.

When you feel a little indulgent, add a dollop of ghee to the hot rice just before having it.

Also do try other Maharashtrian rice recipes like Vangi Bhath and Tendli Bhaat .",2,3,"1 1/2 cups peeled and thickly grated ridge gourd (turai)
1 cup rice (chawal)
5 tsp oil
1/2 tsp mustard seeds ( rai / sarson)
1/2 tsp cumin seeds (jeera)
1/4 tsp asafoetida (hing)
1 tbsp chopped green chillies
2 1/2 tsp grated ginger (adrak)
1 tsp coriander-cumin seeds (dhania-jeera) powder
1/2 tsp sugar
salt to taste
1/4 cup curds (dahi)

For The Garnish
2 tbsp grated coconut
1 tbsp chopped coriander (dhania)","Method
Heat 1 tsp of oil in a deep non-stick kadhai, add the rice and saut� on a medium flame for 2 minutes.
Remove from the flame, transfer the rice into a deep bowl, add enough water and cover and keep aside for 2 hours. Drain and keep aside.
Combine the curds and � cup of water in a bowl, mix well and keep aside.
Heat the remaining 4 tsp oil in a deep non-stick kadhai and add the mustard seeds.
When the seeds crackle, add the cumin seeds, asafoetida, green chillies and ginger and saut� on a medium flame for 30 seconds.
Add the ridge gourd and saut� on a medium flame for 1 to 2 minutes.
Add the rice, mix well and cover and cook on a slow flame for 3 minutes, while stirring occasionally.
Add the coriander-cumin seeds powder, sugar, curd-water mixture and salt, mix well and cover and cook on a medium flame for 6 to 8 minutes, while stirring occasionally.
Serve immediately garnished with coriander and coconut.","{""energy"" : ""302 cal"", ""protein"" : ""4.9 g"", ""carbs"" : ""47.3 g"", ""fiber"" : ""4.5 g"", ""fat"" : ""9.8 g"", ""cholestrol"" : ""2.7 mg"", ""sodium"" : ""10.4 mg""}","['Maharashtrian Bhaat (Rice)', 'One Meal Dinner', 'Traditional Indian Rice Recipes', 'Pulaos', 'Indian Party', 'Non Stick Kadai Veg', 'Indian Travel Food Rice, Biryani, Pulao']",https://www.tarladalal.com/members/9306/big/big_dodkya_cha_bhaat-10045.jpg?size=696X905,"['Maharashtrian Bhaat (Rice)', 'One Meal Dinner', 'Traditional Indian Rice Recipes', 'Pulaos', 'Indian Party', 'Non Stick Kadai Veg', 'Indian Travel Food Rice, Biryani, Pulao', 'Dodkyacha Bhaat recipe - How to make Dodkyacha Bhaat']"
78,Drumstick Leaf Upkari recipe - How to make Drumstick Leaf Upkari,Drumstick Leaf Upkari,dhuva11,Drumstick leaves are believed to be a miraculous remedy for eye problems. Eating them regularly keeps all eye diseases at bay! they are prescribed for people with poor vision ( caused due to vitamin deficiency) and for blood pressure etc. Its nature's miracle cure for many diseases.,23,2,"4 cups drumstick leaves (saragva bhaji)
1 tsp oil
1/2 tsp mustard seeds ( rai / sarson)
2 broken whole dry kashmiri red chillies
a pinch of asafoetida (hing)
1 cup finely chopped onions
1 tsp crushed garlic (lehsun)
salt to taste
3 tbsp boiled moong (whole green gram) dal
2 finely chopped green chillies
1/4 tsp turmeric powder (haldi)
1 tbsp freshly grated coconut","Method
Heat oil in a kadhai and add the mustard seeds.
When the seeds crackle, add the red chillies and saute for 10 seconds.
Add the garlic and onions and salt and saute till the onions turn translucent.
Add the green chillies and the drumstick leaves and little water enough for the leaves to get cooked and mix well.
Cover and cook for 7 minutes.
Add the moong dal, turmeric powder and saute till the mixture becomes dry.
Add the coconut and asafoetida and mix well.
Serve hot.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['South Indian Curries / Subzis', 'Maharashtrian Bhaji', 'Leafy Vegetable Sabzis', 'Low Cal Subzis', 'Quick Sabzis']",https://www.tarladalal.com/images/recipe/addnewphoto.jpg,"['South Indian Curries / Subzis', 'Maharashtrian Bhaji', 'Leafy Vegetable Sabzis', 'Low Cal Subzis', 'Quick Sabzis', 'Drumstick Leaf Upkari recipe - How to make Drumstick Leaf Upkari']"
79,Dry Coconut With Jaggery Modak recipe - How to make Dry Coconut With Jaggery Modak,Dry Coconut With Jaggery Modak,Jyoti V B,It is a sweet that maharashtrian's make on ganesh chaturti. We generally make 21 modaks for navidya.,25,5,"2 cups whole wheat flour (gehun ka atta)

For Filling
1 cup grated coconut
3/4 cup grated jaggery (gur)
1 tsp cardamom (elaichi) powder

Other Ingredients
oil for deep frying","Method
Combine the wheat flour and enough water and knead into a soft dough.
Cover and keep aside for 15 to 20 minutes.

for the filling
Combine all the ingredients and mix well.

how to proceed
Take the dough and make lemon size balls from it.
Roll them , put the filling and then give modak shape.
Take a pan and put oil, and deep fry the modak till they become golden-brown in colour.
Drain on an absorbent paper and serve hot.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}",['Maharashtrian Sweet Dishes'],https://www.tarladalal.com/members/575789/big/big_dry_coconut_with_jaggery_modak-1.jpg?size=500X375,"['Maharashtrian Sweet Dishes', 'Dry Coconut With Jaggery Modak recipe - How to make Dry Coconut With Jaggery Modak']"
80,Dry Fruit Gola ( Mumbai Roadside Recipes ) recipe - How to make Dry Fruit Gola ( Mumbai Roadside Recipes ),Dry Fruit Gola ( Mumbai Roadside Recipes ),Tarla Dalal,"Dry fruit gola, tu hi tu, tu hi tu, satrangi re� look out for the seven colours of the rainbow on your favourite gola! golas, made from crushed ice laced with sherbets of different flavours, are a relief from the scorching heat. Crushing machines keep churning out the ice, to be merged with various fruit flavours like kala khatta, rose, mango� name it and they have it! don�t forget to have the malai gola made with condensed milk or the very interesting cadbury gola.",30,4,"(makes Approx. 2 Cups)
3 cups milk
1/2 cup sugar
3/4 cup grated mava (khoya)

Other Ingredients
8 cups ice cubes
6 tbsp pineapple syrup (readily available in the market)
4 tbsp rose syrup (readily available in the market)
4 tbsp mixed fruit syrup (readily available in the market)
4 tbsp kala khatta syrup (readily available in the market)
4 tbsp kacchi kairi syrup (readily available in the market)
6 tbsp chopped mixed nuts (cashewnuts , raisins , pistachio etc.)
6 tbsp grated mava (khoya)","Method
For the rabadi
Boil the milk in a deep pan, add the sugar and simmer till it reduces to half its quantity, while stirring continuously.
Add the mava, mix well and simmer for another 2 minutes, while stirring continuously. Keep aside to cool and keep refrigerated till required.

How to proceed
Place 2 cups of ice cubes in an ice-crushing machine (refer handy tip) and crush till fine.
Place the crushed ice in a bowl, press it and unmould on a serving plate.
Pour 1� tbsp of pineapple syrup evenly over it.
Pour � cup of rabadi and sprinkle 1� tbsp of mava evenly over it
Pour 1 tbsp each of rose syrup, orange syrup, kala khatta syrup and kacchi kairi syrup evenly over it.
Sprinkle 1� tbsp of nuts evenly over it and serve immediately.
Repeat with the remaining ingredients to make 3 more dryfruit golas.

Handy tip:
In the absence of an ice-crushing machine, lay out a clean towel and cover half of it with ice-cubes/ cracked ice pieces. Fold the other half of the cloth over it, and then crush the ice coarsely using a rolling pin.","{""energy"" : ""807 cal"", ""protein"" : ""19.1 g"", ""carbs"" : ""110.8 g"", ""fiber"" : ""0.8 g"", ""fat"" : ""29.1 g"", ""cholestrol"" : ""24 mg"", ""sodium"" : ""36.4 mg""}","['Gujarati Sweet Mithai', 'Mumbai Street Food', 'Traditional Indian Mithai', 'Indian Sorbets / Indian Frozen Desserts']",https://www.tarladalal.com/members/9306/big/big_dry-fruit-gola-(-mumbai-roadside-recipes-)-2225.jpg?size=500X660,"['Gujarati Sweet Mithai', 'Mumbai Street Food', 'Traditional Indian Mithai', 'Indian Sorbets / Indian Frozen Desserts', 'Dry Fruit Gola ( Mumbai Roadside Recipes ) recipe - How to make Dry Fruit Gola ( Mumbai Roadside Recipes )']"
81,Dry Fruit Milkshake recipe - How to make Dry Fruit Milkshake,Dry Fruit Milkshake,Tarla Dalal,"dry fruits milkshake recipe | Indian dry fruit milkshake | dry fruits nuts milkshake | with 17 amazing images.

dry fruit smoothie is a wonderful way to enjoy dry fruits, this milkshake is packed with vigour and punch. Learn how to make dry fruits milkshake.

In dry fruits milkshake a grand assortment of nuts and dried fruits is blanched in hot water and then blended, in order to get a smooth and luscious consistency.

Combined with the rich and comforting taste of milk, the blended dry fruits give rise to a memorable Indian dry fruit milkshake which is boosted further by a crunchy garnish of mixed nuts. This dry fruits nuts milkshake is indeed a protein rich fare. Try and add less sugar if possible to make it healthier.

To make dry fruits milkshake, combine the dates, cashew nuts, almonds, walnuts and figs in enough hot water in a deep bowl, cover it with a lid and keep aside to soak for 30 minutes. Strain it using a strainer and discard the water. Combine the soaked mixed nuts, � cup of milk and sugar and blend it in a mixer till smooth. Add remaining milk and blend till smooth again. Garnish dry fruits nuts milkshake with mixed nuts and serve.

You can feel the rich, sweet, comforting taste of this dry fruits milkshake through your senses and revitalize your body.

Do try other milkshakes like Nutella Ferrero Rocher Milkshake or Banana Yoghurt Milkshake .

Tips for dry fruit milkshake. 1. Use powdered sugar so it blends well with the dry fruits and milk. 2. Soaking is a must to ensure uniform blending.

Enjoy dry fruit milkshake recipe | dry fruits milkshake | dry fruits nuts milkshake | dry fruit smoothie | with video given below.",40,5,"For Dry Fruit Milkshake
1/4 cup deseeded dates (khajur)
2 tbsp cashew nuts (kaju)
1/4 cup peeled almonds (badam)
1/4 cup walnuts (akhrot)
5 to 6 dried figs (anjeer)
2 tbsp powdered sugar
2 cups chilled milk

For The Garnish
5 tsp chopped mixed nuts","Method
For dry fruit milkshake
To make dry fruit milkshake, combine the dates, cashewnuts, almonds, walnuts and figs in enough hot water in a deep bowl, cover it with a lid and keep aside to soak for 30 minutes.
Strain it using a strainer and discard the water.
Combine the soaked mixed nuts, � cup of milk and sugar and blend it in a mixer till smooth.
Add the remaining 1� cups of milk and blend it again till smooth.
Pour equal quantities of the milkshake into 5 individual glasses.
Garnish each glass of dry fruit milkshake with 1 tsp of mixed nuts and serve immediately.","{""energy"" : ""229 cal"", ""protein"" : ""6.3 g"", ""carbs"" : ""18.1 g"", ""fiber"" : ""1.6 g"", ""fat"" : ""13 g"", ""cholestrol"" : ""12.8 mg"", ""sodium"" : ""16.3 mg""}","['Maharashtrian Upvas (Fasting)', 'Indian Milkshakes & Smoothies', 'Mahashivaratri', 'Janmashtami', 'Ekadashi Recipes, Ekadasi', 'Shravan', 'Mixer']",https://www.tarladalal.com/members/9306/big/big_dry_fruit_milkshake-13096.jpg?size=696X905,"['Maharashtrian Upvas (Fasting)', 'Indian Milkshakes & Smoothies', 'Mahashivaratri', 'Janmashtami', 'Ekadashi Recipes, Ekadasi', 'Shravan', 'Mixer', 'Dry Fruit Milkshake recipe - How to make Dry Fruit Milkshake']"
82,Dry Fruit Stuffed Dates recipe - How to make Dry Fruit Stuffed Dates,Dry Fruit Stuffed Dates,Tarla Dalal,"An easy but tantalising mithai that will be welcomed by all your guests for its innovative presentation and fabulous taste!

To make this Dry Fruit Stuffed Dates, you need really good quality dates that are a little large in size, so they can be stuffed with a lovely mixture of nuts and mava sweetened with sugar and laced with spices.

Each and every person is sure to love this sweet, with its aesthetic flavour and nutty crunch.

Dry Fruit Stuffed Dates is a perfect homemade mithai to serve for special occasions and make them memorable.

Love dry fruits?, then click here for recipes using dry fruits to make a sweet or dessert out of them.

Enjoy how to make Dry Fruit Stuffed Dates recipe with detailed step by step photos.",5,22,"For Dry Fruit Stuffed Dates
22 seedless dates (khajur)

To Be Mixed Into A Stuffing For Dry Fruit Stuffed Dates
1/4 cup finely chopped mixed nuts
1/2 cup grated low fat mawa (khoya)
2 tbsp powdered sugar
1/4 tsp cardamom (elaichi) powder
a pinch of saffron (kesar) strands","Method
To make the Dry Fruit Stuffed Dates recipe, divide the stuffing into 22 equal portions.
Stuff each date with one portion of the stuffing.
Serve immediately or keep refrigerated in an air-tight container and consume within 2 days.","{""energy"" : ""33 cal"", ""protein"" : ""1 g"", ""carbs"" : ""3.8 g"", ""fiber"" : ""0.4 g"", ""fat"" : ""1.5 g"", ""cholestrol"" : ""0 mg"", ""sodium"" : ""0 mg""}","['Maharashtrian Upvas (Fasting)', 'Dry Fruit Flavours', 'Traditional Indian Mithai', 'Diwali', 'Raksha - Bandhan', 'Mahashivaratri', 'Ganesh Chaturthi']",https://www.tarladalal.com/members/9306/big/big_dry_fruit_stuffed_dates-11434.jpg?size=696X905,"['Maharashtrian Upvas (Fasting)', 'Dry Fruit Flavours', 'Traditional Indian Mithai', 'Diwali', 'Raksha - Bandhan', 'Mahashivaratri', 'Ganesh Chaturthi', 'Dry Fruit Stuffed Dates recipe - How to make Dry Fruit Stuffed Dates']"
83,Dry Garlic Chutney recipe - How to make Dry Garlic Chutney,Dry Garlic Chutney,Tarla Dalal,"dry garlic chutney recipe | sukha lehsun chutney | vada pav chutney | Maharashtrian style dry garlic chutney | with 17 amazing images.

dry garlic chutney recipe is a Maharashtrian style dry garlic chutney which is also known as sukha lehsun chutney. Ingredients for this Maharashtrian dry garlic chutney are easily available and consists of garlic, coconut oil, coconut and chilli powder.

Dry garlic chutney is a famous condiment from Maharashtra, it is also known as Lahsun khobra chutney. It is a 4 ingredient recipe and is prepared in a jiffy! Usually this chutney is sprinkled between vada pav, but people also enjoy have it along pakoras and samosa.

A powerful combination of pungent garlic and nutty dried coconut, perked up with a generous dose of chilli powder, the dry garlic chutney is a flavourful albeit strong value-add to many snacks and chaats. One cannot imagine Vada Pav without sukha lehsun chutney. For a change, you could try sprinkling some dry garlic chutney on an open sandwich too or use on pakoras and samosa.

Dry garlic chutney is the magic ingredient that makes the Mumbai vada pav even special and tastier. I also prefer having it along my meal. This chutney is super hot and tasty! I would advice you to have only a little at a time. I had about a tablespoon of this chutney and my mouth was on fire!

One very popular Maharashtrian combination is Maharashtrian bhakri with sukha lehsun chutney.

Also do try other variations of garlic chutney like Fresh Coconut Garlic Chutney, Green Garlic Chutney, Coriander Green Garlic Chutney, Chilli Garlic Chutney, Garlic- Flaxseed Chutney, Carrot Garlic Chutney and Garlic Tomato Chutney.

Enjoy dry garlic chutney recipe | sukha lehsun chutney | vada pav chutney | Maharashtrian style dry garlic chutney | with detailed step by step photos and video below.",11,1,"For Dry Garlic Chutney
1/4 cup roughly chopped garlic (lehsun)
2 tsp coconut oil or oil
1/4 cup grated dry coconut (kopra)
1/4 cup chilli powder
salt to taste","Method
For dry garlic chutney
To make dry garlic chutney, heat the oil in a small broad non-stick pan, add the garlic and saut� on a medium flame for 1 minute.
Switch off the flame, add the coconut and mix well.
Transfer the mixture into a plate and allow it to cool completely.
Once cooled, blend in a mixer along with the chilli powder and salt till smooth.
Store the dry garlic chutney in an air-tight container and refrigerate. Use as required.","{""energy"" : ""28 cal"", ""protein"" : ""0.4 g"", ""carbs"" : ""1.1 g"", ""fiber"" : ""0.3 g"", ""fat"" : ""2.5 g"", ""cholestrol"" : ""0 mg"", ""sodium"" : ""0.3 mg""}","['Maharashtrian Chutneys, Maharashtrian Pickles', 'Chutney', 'Mixer', 'Quick Chutneys']",https://www.tarladalal.com/members/9306/big/big_dry_garlic_chutney-9513.jpg?size=696X905,"['Maharashtrian Chutneys, Maharashtrian Pickles', 'Chutney', 'Mixer', 'Quick Chutneys', 'Dry Garlic Chutney recipe - How to make Dry Garlic Chutney']"
84,Dry Masala Powder for Mumbai Roadside Chaat recipe - How to make Dry Masala Powder for Mumbai Roadside Chaat,Dry Masala Powder for Mumbai Roadside Chaat,Tarla Dalal,"All of us know what goes into Mumbai�s famous roadside Bhel and other chaats, don�t we? Of course, murmura, sev, papdi, chaat masala, chutneys, crunchy onions, juicy tomatoes, etc.

But do you know of the invisible ingredient, which gives it a unique and magical taste? The Dry Masala Powder for the Mumbai Roadside Chaat is a perfect blend of spices, which gives a tongue-tickling flavour and enticing aroma to the bhel and other chaats.

The black salt makes the masala powder quite chatpata and leaves a lingering taste on your taste buds. Make a batch of this dry masala powder and store it in an airtight container for a month, to whip up authentic roadside chaat whenever you are tempted to!

You can also try other recipes like Green or Geela Bhel",2,1,"1/4 cup roasted cumin seeds (jeera)
1 tbsp black peppercorns (kalimirch)
3 cloves (laung / lavang)
1/2 tbsp salt
1/2 tbsp black salt (sanchal)","Method
Combine all the ingredients in a blender and blend to a fine powder.
Use as required or store it in an air-tight bottle.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}","['Mumbai Street Food', 'Mixer']",https://www.tarladalal.com/members/9306/big/big_dry_masala_powder_for_mumbai_roadside_chaat-14018.jpg?size=696X905,"['Mumbai Street Food', 'Mixer', 'Dry Masala Powder for Mumbai Roadside Chaat recipe - How to make Dry Masala Powder for Mumbai Roadside Chaat']"
85,"Dry Peanut Chutney Powder, Maharashtrian Shengdana Chutney recipe - How to make Dry Peanut Chutney Powder, Maharashtrian Shengdana Chutney","Dry Peanut Chutney Powder, Maharashtrian Shengdana Chutney",Tarla Dalal,"A no-fuss recipe that is easy and straight-forward but bursting with flavour, the Dry Peanut Chutney Powder is something that can be found in every Maharashtrian home.

This delectable powder of roasted peanuts, garlic and spices adds josh to any meal with its crunchy mouth-feel and vibrant flavour. It stays fresh in an airtight container in the fridge for 15 to 20 days so you can make a sizable batch and keep it, to enjoy with your daily meals.

You can also try other chutney powders from across India, like the Dry Garlic Chutney and Chutney Podi",18,1,"1 cup raw peanuts
4 whole dry kashmiri red chillies
2 tbsp chopped garlic (lehsun)
2 tsp cumin seeds (jeera)
1 tsp chilli powder
1/2 tsp turmeric powder (haldi)
salt to taste","Method
Put the peanuts in a broad non-stick pan and cook on a medium flame for 7 to 8 minutes, while stirring occasionally.
Transfer the peanuts on a big plate and cool slightly.
Remove the skin of the peanuts by rubbing the peanuts between your hands to separate the skin and the peanuts.
Combine the peanuts with all other remaining ingredients in a mixer and blend till coarse without using any water.
Store in an air-tight container and refrigerate. Use as required.","{""energy"" : ""43 cal"", ""protein"" : ""1.9 g"", ""carbs"" : ""1.2 g"", ""fiber"" : ""0.6 g"", ""fat"" : ""3.7 g"", ""cholestrol"" : ""0 mg"", ""sodium"" : ""1.4 mg""}","['Maharashtrian Chutneys, Maharashtrian Pickles', 'Chutney', 'Mixer', 'Vitamin B3 Niacin', 'B Vitamins']","https://www.tarladalal.com/members/9306/big/big_dry_peanut_chutney_powder,_maharashtrian_shengdana_chutney-12811.jpg?size=696X905","['Maharashtrian Chutneys, Maharashtrian Pickles', 'Chutney', 'Mixer', 'Vitamin B3 Niacin', 'B Vitamins', 'Dry Peanut Chutney Powder, Maharashtrian Shengdana Chutney recipe - How to make Dry Peanut Chutney Powder, Maharashtrian Shengdana Chutney']"
86,Easy Anarase Recipe recipe - How to make Easy Anarase Recipe,Easy Anarase Recipe,Jyoti V B,This is very popular Maharashtrian dish of diwali. This is my favorite dish. No more soaking of rice in water for 3 days. Easy way of making anarse directly with rice flour.,25,7,"1 cup rice flour (chawal ka atta)
3/4 cup jaggery (gur)
1 tbsp poppy seeds (khus-khus)
1 tsp ghee
ghee for deep frying","Method
Combine the rice flour and jaggery and blend in the mixer by adding little water to make a soft dough.
Keep aside for 4-5 days in the air tight container.
After 4-5 days take out from the container knead well adding little milk if required
Place the poppy seeds in a flat clean surface.
Make lemon sized balls of the dough, take a 1 ball and put some ghee to your fingers and to the ball, then put that lemon sized ball on the some portion of poppy seeds and flatten with your fingers till 1 1/2"" size (like a small puri).
Heat the ghee in a kadhai and deep fry till light brown in colour.
Do same with remaining portions.
Drain on an absorbent paper.
Serve warm or store in an air-tight container.","{""energy"" : ""N/A"", ""protein"" : ""N/A"", ""carbs"" : ""N/A"", ""fiber"" : ""N/A"", ""fat"" : ""N/A"", ""cholestrol"" : ""N/A"", ""sodium"" : ""N/A""}",['Maharashtrian Sweet Dishes'],https://www.tarladalal.com/members/575789/big/big_easy_anarase_recipe-24.jpg?size=500X375,"['Maharashtrian Sweet Dishes', 'Easy Anarase Recipe recipe - How to make Easy Anarase Recipe']"
